date,status,age_group,gender,count,rate_per_100000
2020-02-15,cases,30 to 39,all,3,0.05452582525
2020-02-15,cases,40 to 49,male,1,0.04050203077
2020-02-15,cases,40 to 49,female,1,0.03983476539
2020-02-15,cases,40 to 49,all,2,0.04016562698
2020-02-15,cases,60 to 69,male,2,0.0827160647
2020-02-15,cases,60 to 69,female,1,0.03952419197
2020-02-15,cases,60 to 69,all,3,0.06063048428
2020-02-15,cases,70 to 79,female,1,0.05825166935
2020-02-15,cases,70 to 79,all,1,0.03066032529
2020-02-15,cases,80+,male,1,0.1386339564
2020-02-15,cases,80+,all,1,0.05680769176
2020-02-15,cases,all,male,7,0.03616122181
2020-02-15,cases,all,female,8,0.04087440781
2020-02-15,cases,all,all,15,0.03853079312
2020-02-15,hospitalizations,30 to 39,female,1,0.03684234571
2020-02-15,hospitalizations,30 to 39,all,1,0.01817527508
2020-02-15,hospitalizations,80+,male,1,0.1386339564
2020-02-15,hospitalizations,80+,all,1,0.05680769176
2020-02-15,hospitalizations,all,male,1,0.00516588883
2020-02-15,hospitalizations,all,female,1,0.005109300977
2020-02-15,hospitalizations,all,all,2,0.005137439082
2020-02-15,icu,30 to 39,female,1,0.03684234571
2020-02-15,icu,30 to 39,all,1,0.01817527508
2020-02-15,icu,80+,male,1,0.1386339564
2020-02-15,icu,80+,all,1,0.05680769176
2020-02-15,icu,all,male,1,0.00516588883
2020-02-15,icu,all,female,1,0.005109300977
2020-02-15,icu,all,all,2,0.005137439082
2020-02-22,cases,0 to 11,female,1,0.04284044121
2020-02-22,cases,0 to 11,all,1,0.02089395628
2020-02-22,cases,20 to 29,male,2,0.07360829713
2020-02-22,cases,20 to 29,female,1,0.03988861503
2020-02-22,cases,20 to 29,all,3,0.05742653328
2020-02-22,cases,30 to 39,female,3,0.1105270371
2020-02-22,cases,30 to 39,all,3,0.05452582525
2020-02-22,cases,40 to 49,male,3,0.1215060923
2020-02-22,cases,40 to 49,female,3,0.1195042962
2020-02-22,cases,40 to 49,all,6,0.1204968809
2020-02-22,cases,50 to 59,male,2,0.07965633073
2020-02-22,cases,50 to 59,female,1,0.03924612896
2020-02-22,cases,50 to 59,all,3,0.05930250763
2020-02-22,cases,60 to 69,male,2,0.0827160647
2020-02-22,cases,60 to 69,female,2,0.07904838393
2020-02-22,cases,60 to 69,all,4,0.08084064571
2020-02-22,cases,70 to 79,male,1,0.06473099417
2020-02-22,cases,70 to 79,female,6,0.3495100161
2020-02-22,cases,70 to 79,all,7,0.2146222771
2020-02-22,cases,80+,male,1,0.1386339564
2020-02-22,cases,80+,all,1,0.05680769176
2020-02-22,cases,all,male,11,0.05682477713
2020-02-22,cases,all,female,17,0.0868581166
2020-02-22,cases,all,all,28,0.07192414715
2020-02-22,hospitalizations,50 to 59,male,1,0.03982816536
2020-02-22,hospitalizations,50 to 59,all,1,0.01976750254
2020-02-22,hospitalizations,60 to 69,male,1,0.04135803235
2020-02-22,hospitalizations,60 to 69,all,1,0.02021016143
2020-02-22,hospitalizations,all,male,2,0.01033177766
2020-02-22,hospitalizations,all,all,2,0.005137439082
2020-02-29,cases,0 to 11,male,1,0.04078586199
2020-02-29,cases,0 to 11,all,1,0.02089395628
2020-02-29,cases,12 to 19,male,1,0.05756260365
2020-02-29,cases,12 to 19,female,2,0.1195829664
2020-02-29,cases,12 to 19,all,3,0.08798381567
2020-02-29,cases,20 to 29,female,5,0.1994430752
2020-02-29,cases,20 to 29,all,5,0.0957108888
2020-02-29,cases,30 to 39,male,5,0.1793585564
2020-02-29,cases,30 to 39,female,6,0.2210540742
2020-02-29,cases,30 to 39,all,11,0.1999280259
2020-02-29,cases,40 to 49,male,4,0.1620081231
2020-02-29,cases,40 to 49,female,3,0.1195042962
2020-02-29,cases,40 to 49,all,7,0.1405796944
2020-02-29,cases,50 to 59,male,6,0.2389689922
2020-02-29,cases,50 to 59,female,12,0.4709535475
2020-02-29,cases,50 to 59,all,18,0.3558150458
2020-02-29,cases,60 to 69,male,15,0.6203704853
2020-02-29,cases,60 to 69,female,11,0.4347661116
2020-02-29,cases,60 to 69,all,26,0.5254641971
2020-02-29,cases,70 to 79,male,6,0.388385965
2020-02-29,cases,70 to 79,female,3,0.174755008
2020-02-29,cases,70 to 79,all,9,0.2759429276
2020-02-29,cases,80+,male,3,0.4159018693
2020-02-29,cases,80+,female,3,0.2887388944
2020-02-29,cases,80+,all,6,0.3408461506
2020-02-29,cases,all,male,41,0.211801442
2020-02-29,cases,all,female,45,0.2299185439
2020-02-29,cases,all,all,86,0.2209098805
2020-02-29,hospitalizations,20 to 29,female,1,0.03988861503
2020-02-29,hospitalizations,20 to 29,all,1,0.01914217776
2020-02-29,hospitalizations,40 to 49,male,2,0.08100406154
2020-02-29,hospitalizations,40 to 49,all,2,0.04016562698
2020-02-29,hospitalizations,50 to 59,female,1,0.03924612896
2020-02-29,hospitalizations,50 to 59,all,1,0.01976750254
2020-02-29,hospitalizations,60 to 69,male,2,0.0827160647
2020-02-29,hospitalizations,60 to 69,female,4,0.1580967679
2020-02-29,hospitalizations,60 to 69,all,6,0.1212609686
2020-02-29,hospitalizations,70 to 79,male,2,0.1294619883
2020-02-29,hospitalizations,70 to 79,all,2,0.06132065059
2020-02-29,hospitalizations,80+,male,1,0.1386339564
2020-02-29,hospitalizations,80+,female,3,0.2887388944
2020-02-29,hospitalizations,80+,all,4,0.227230767
2020-02-29,hospitalizations,all,male,7,0.03616122181
2020-02-29,hospitalizations,all,female,9,0.04598370879
2020-02-29,hospitalizations,all,all,16,0.04109951266
2020-02-29,icu,40 to 49,male,1,0.04050203077
2020-02-29,icu,40 to 49,all,1,0.02008281349
2020-02-29,icu,50 to 59,female,1,0.03924612896
2020-02-29,icu,50 to 59,all,1,0.01976750254
2020-02-29,icu,60 to 69,male,1,0.04135803235
2020-02-29,icu,60 to 69,female,2,0.07904838393
2020-02-29,icu,60 to 69,all,3,0.06063048428
2020-02-29,icu,70 to 79,male,1,0.06473099417
2020-02-29,icu,70 to 79,all,1,0.03066032529
2020-02-29,icu,80+,female,2,0.1924925963
2020-02-29,icu,80+,all,2,0.1136153835
2020-02-29,icu,all,male,3,0.01549766649
2020-02-29,icu,all,female,5,0.02554650488
2020-02-29,icu,all,all,8,0.02054975633
2020-03-07,cases,0 to 11,male,3,0.122357586
2020-03-07,cases,0 to 11,female,2,0.08568088241
2020-03-07,cases,0 to 11,all,5,0.1044697814
2020-03-07,cases,12 to 19,male,2,0.1151252073
2020-03-07,cases,12 to 19,female,3,0.1793744495
2020-03-07,cases,12 to 19,all,5,0.1466396928
2020-03-07,cases,20 to 29,male,11,0.4048456342
2020-03-07,cases,20 to 29,female,19,0.7578836856
2020-03-07,cases,20 to 29,all,30,0.5742653328
2020-03-07,cases,30 to 39,male,31,1.11202305
2020-03-07,cases,30 to 39,female,29,1.068428026
2020-03-07,cases,30 to 39,all,60,1.090516505
2020-03-07,cases,40 to 49,male,34,1.377069046
2020-03-07,cases,40 to 49,female,25,0.9958691348
2020-03-07,cases,40 to 49,all,59,1.184885996
2020-03-07,cases,50 to 59,male,34,1.354157622
2020-03-07,cases,50 to 59,female,40,1.569845158
2020-03-07,cases,50 to 59,all,74,1.462795188
2020-03-07,cases,60 to 69,male,34,1.4061731
2020-03-07,cases,60 to 69,female,29,1.146201567
2020-03-07,cases,60 to 69,all,63,1.27324017
2020-03-07,cases,70 to 79,male,19,1.229888889
2020-03-07,cases,70 to 79,female,21,1.223285056
2020-03-07,cases,70 to 79,all,40,1.226413012
2020-03-07,cases,80+,male,11,1.524973521
2020-03-07,cases,80+,female,12,1.154955578
2020-03-07,cases,80+,all,23,1.306576911
2020-03-07,cases,all,male,179,0.9246941006
2020-03-07,cases,all,female,180,0.9196741758
2020-03-07,cases,all,all,359,0.9221703153
2020-03-07,hospitalizations,20 to 29,female,1,0.03988861503
2020-03-07,hospitalizations,20 to 29,all,1,0.01914217776
2020-03-07,hospitalizations,30 to 39,male,3,0.1076151338
2020-03-07,hospitalizations,30 to 39,all,3,0.05452582525
2020-03-07,hospitalizations,40 to 49,male,8,0.3240162462
2020-03-07,hospitalizations,40 to 49,female,4,0.1593390616
2020-03-07,hospitalizations,40 to 49,all,12,0.2409937619
2020-03-07,hospitalizations,50 to 59,male,4,0.1593126615
2020-03-07,hospitalizations,50 to 59,female,3,0.1177383869
2020-03-07,hospitalizations,50 to 59,all,7,0.1383725178
2020-03-07,hospitalizations,60 to 69,male,12,0.4962963882
2020-03-07,hospitalizations,60 to 69,female,5,0.1976209598
2020-03-07,hospitalizations,60 to 69,all,17,0.3435727443
2020-03-07,hospitalizations,70 to 79,male,10,0.6473099417
2020-03-07,hospitalizations,70 to 79,female,4,0.2330066774
2020-03-07,hospitalizations,70 to 79,all,14,0.4292445541
2020-03-07,hospitalizations,80+,male,8,1.109071652
2020-03-07,hospitalizations,80+,female,4,0.3849851925
2020-03-07,hospitalizations,80+,all,12,0.6816923011
2020-03-07,hospitalizations,all,male,45,0.2324649974
2020-03-07,hospitalizations,all,female,21,0.1072953205
2020-03-07,hospitalizations,all,all,66,0.1695354897
2020-03-07,icu,30 to 39,male,1,0.03587171128
2020-03-07,icu,30 to 39,all,1,0.01817527508
2020-03-07,icu,40 to 49,male,2,0.08100406154
2020-03-07,icu,40 to 49,female,2,0.07966953079
2020-03-07,icu,40 to 49,all,4,0.08033125396
2020-03-07,icu,50 to 59,male,2,0.07965633073
2020-03-07,icu,50 to 59,female,2,0.07849225792
2020-03-07,icu,50 to 59,all,4,0.07907001017
2020-03-07,icu,60 to 69,male,5,0.2067901618
2020-03-07,icu,60 to 69,female,3,0.1185725759
2020-03-07,icu,60 to 69,all,8,0.1616812914
2020-03-07,icu,70 to 79,male,5,0.3236549709
2020-03-07,icu,70 to 79,female,2,0.1165033387
2020-03-07,icu,70 to 79,all,7,0.2146222771
2020-03-07,icu,80+,male,1,0.1386339564
2020-03-07,icu,80+,female,1,0.09624629813
2020-03-07,icu,80+,all,2,0.1136153835
2020-03-07,icu,all,male,16,0.08265422128
2020-03-07,icu,all,female,10,0.05109300977
2020-03-07,icu,all,all,26,0.06678670807
2020-03-07,deaths,50 to 59,male,1,0.03982816536
2020-03-07,deaths,50 to 59,female,1,0.03924612896
2020-03-07,deaths,50 to 59,all,2,0.03953500508
2020-03-07,deaths,60 to 69,male,2,0.0827160647
2020-03-07,deaths,60 to 69,all,2,0.04042032285
2020-03-07,deaths,70 to 79,male,1,0.06473099417
2020-03-07,deaths,70 to 79,female,2,0.1165033387
2020-03-07,deaths,70 to 79,all,3,0.09198097588
2020-03-07,deaths,80+,male,5,0.6931697822
2020-03-07,deaths,80+,female,5,0.4812314906
2020-03-07,deaths,80+,all,10,0.5680769176
2020-03-07,deaths,all,male,9,0.04649299947
2020-03-07,deaths,all,female,8,0.04087440781
2020-03-07,deaths,all,all,17,0.0436682322
2020-03-14,cases,0 to 11,male,25,1.01964655
2020-03-14,cases,0 to 11,female,10,0.4284044121
2020-03-14,cases,0 to 11,all,35,0.7312884697
2020-03-14,cases,12 to 19,male,15,0.8634390547
2020-03-14,cases,12 to 19,female,17,1.016455214
2020-03-14,cases,12 to 19,all,32,0.9384940338
2020-03-14,cases,20 to 29,male,98,3.606806559
2020-03-14,cases,20 to 29,female,107,4.268081808
2020-03-14,cases,20 to 29,all,205,3.924146441
2020-03-14,cases,30 to 39,male,146,5.237269847
2020-03-14,cases,30 to 39,female,119,4.384239139
2020-03-14,cases,30 to 39,all,265,4.816447897
2020-03-14,cases,40 to 49,male,168,6.80434117
2020-03-14,cases,40 to 49,female,120,4.780171847
2020-03-14,cases,40 to 49,all,288,5.783850285
2020-03-14,cases,50 to 59,male,156,6.213193797
2020-03-14,cases,50 to 59,female,157,6.161642246
2020-03-14,cases,50 to 59,all,313,6.187228296
2020-03-14,cases,60 to 69,male,122,5.045679947
2020-03-14,cases,60 to 69,female,115,4.545282076
2020-03-14,cases,60 to 69,all,237,4.789808258
2020-03-14,cases,70 to 79,male,62,4.013321639
2020-03-14,cases,70 to 79,female,85,4.951391895
2020-03-14,cases,70 to 79,all,147,4.507067818
2020-03-14,cases,80+,male,38,5.268090345
2020-03-14,cases,80+,female,29,2.791142646
2020-03-14,cases,80+,all,67,3.806115348
2020-03-14,cases,all,male,830,4.287687729
2020-03-14,cases,all,female,759,3.877959441
2020-03-14,cases,all,all,1589,4.081695351
2020-03-14,hospitalizations,0 to 11,male,2,0.08157172398
2020-03-14,hospitalizations,0 to 11,female,1,0.04284044121
2020-03-14,hospitalizations,0 to 11,all,3,0.06268186883
2020-03-14,hospitalizations,12 to 19,male,2,0.1151252073
2020-03-14,hospitalizations,12 to 19,all,2,0.05865587711
2020-03-14,hospitalizations,20 to 29,male,8,0.2944331885
2020-03-14,hospitalizations,20 to 29,female,4,0.1595544601
2020-03-14,hospitalizations,20 to 29,all,12,0.2297061331
2020-03-14,hospitalizations,30 to 39,male,11,0.3945888241
2020-03-14,hospitalizations,30 to 39,female,7,0.25789642
2020-03-14,hospitalizations,30 to 39,all,18,0.3271549515
2020-03-14,hospitalizations,40 to 49,male,22,0.891044677
2020-03-14,hospitalizations,40 to 49,female,7,0.2788433578
2020-03-14,hospitalizations,40 to 49,all,29,0.5824015912
2020-03-14,hospitalizations,50 to 59,male,36,1.433813953
2020-03-14,hospitalizations,50 to 59,female,25,0.981153224
2020-03-14,hospitalizations,50 to 59,all,61,1.205817655
2020-03-14,hospitalizations,60 to 69,male,35,1.447531132
2020-03-14,hospitalizations,60 to 69,female,18,0.7114354554
2020-03-14,hospitalizations,60 to 69,all,53,1.071138556
2020-03-14,hospitalizations,70 to 79,male,31,2.006660819
2020-03-14,hospitalizations,70 to 79,female,38,2.213563435
2020-03-14,hospitalizations,70 to 79,all,69,2.115562445
2020-03-14,hospitalizations,80+,male,21,2.911313085
2020-03-14,hospitalizations,80+,female,8,0.769970385
2020-03-14,hospitalizations,80+,all,29,1.647423061
2020-03-14,hospitalizations,all,male,168,0.8678693235
2020-03-14,hospitalizations,all,female,108,0.5518045055
2020-03-14,hospitalizations,all,all,276,0.7089665933
2020-03-14,icu,0 to 11,male,1,0.04078586199
2020-03-14,icu,0 to 11,all,1,0.02089395628
2020-03-14,icu,12 to 19,male,1,0.05756260365
2020-03-14,icu,12 to 19,all,1,0.02932793856
2020-03-14,icu,20 to 29,male,2,0.07360829713
2020-03-14,icu,20 to 29,female,1,0.03988861503
2020-03-14,icu,20 to 29,all,3,0.05742653328
2020-03-14,icu,30 to 39,male,3,0.1076151338
2020-03-14,icu,30 to 39,female,1,0.03684234571
2020-03-14,icu,30 to 39,all,4,0.07270110033
2020-03-14,icu,40 to 49,male,9,0.3645182769
2020-03-14,icu,40 to 49,female,4,0.1593390616
2020-03-14,icu,40 to 49,all,13,0.2610765754
2020-03-14,icu,50 to 59,male,21,0.8363914726
2020-03-14,icu,50 to 59,female,10,0.3924612896
2020-03-14,icu,50 to 59,all,31,0.6127925788
2020-03-14,icu,60 to 69,male,23,0.9512347441
2020-03-14,icu,60 to 69,female,10,0.3952419197
2020-03-14,icu,60 to 69,all,33,0.6669353271
2020-03-14,icu,70 to 79,male,20,1.294619883
2020-03-14,icu,70 to 79,female,15,0.8737750402
2020-03-14,icu,70 to 79,all,35,1.073111385
2020-03-14,icu,80+,male,7,0.9704376951
2020-03-14,icu,80+,female,3,0.2887388944
2020-03-14,icu,80+,all,10,0.5680769176
2020-03-14,icu,all,male,87,0.4494323282
2020-03-14,icu,all,female,44,0.224809243
2020-03-14,icu,all,all,131,0.3365022599
2020-03-14,deaths,30 to 39,male,1,0.03587171128
2020-03-14,deaths,30 to 39,all,1,0.01817527508
2020-03-14,deaths,40 to 49,male,2,0.08100406154
2020-03-14,deaths,40 to 49,all,2,0.04016562698
2020-03-14,deaths,50 to 59,male,2,0.07965633073
2020-03-14,deaths,50 to 59,all,2,0.03953500508
2020-03-14,deaths,60 to 69,male,5,0.2067901618
2020-03-14,deaths,60 to 69,female,4,0.1580967679
2020-03-14,deaths,60 to 69,all,9,0.1818914528
2020-03-14,deaths,70 to 79,male,13,0.8415029242
2020-03-14,deaths,70 to 79,female,4,0.2330066774
2020-03-14,deaths,70 to 79,all,17,0.52122553
2020-03-14,deaths,80+,male,10,1.386339564
2020-03-14,deaths,80+,female,5,0.4812314906
2020-03-14,deaths,80+,all,15,0.8521153764
2020-03-14,deaths,all,male,33,0.1704743314
2020-03-14,deaths,all,female,13,0.0664209127
2020-03-14,deaths,all,all,46,0.1181610989
2020-03-21,cases,0 to 11,male,49,1.998507237
2020-03-21,cases,0 to 11,female,40,1.713617648
2020-03-21,cases,0 to 11,all,89,1.859562109
2020-03-21,cases,12 to 19,male,52,2.99325539
2020-03-21,cases,12 to 19,female,46,2.750408226
2020-03-21,cases,12 to 19,all,99,2.903465917
2020-03-21,cases,12 to 19,other,1,
2020-03-21,cases,20 to 29,male,242,8.906603952
2020-03-21,cases,20 to 29,female,293,11.6873642
2020-03-21,cases,20 to 29,all,535,10.2410651
2020-03-21,cases,30 to 39,male,326,11.69417788
2020-03-21,cases,30 to 39,female,308,11.34744248
2020-03-21,cases,30 to 39,all,634,11.5231244
2020-03-21,cases,40 to 49,male,334,13.52767828
2020-03-21,cases,40 to 49,female,339,13.50398547
2020-03-21,cases,40 to 49,all,673,13.51573348
2020-03-21,cases,50 to 59,male,411,16.36937596
2020-03-21,cases,50 to 59,female,420,16.48337416
2020-03-21,cases,50 to 59,all,831,16.42679461
2020-03-21,cases,60 to 69,male,377,15.5919782
2020-03-21,cases,60 to 69,female,318,12.56869305
2020-03-21,cases,60 to 69,all,695,14.04606219
2020-03-21,cases,70 to 79,male,215,13.91716375
2020-03-21,cases,70 to 79,female,159,9.262015426
2020-03-21,cases,70 to 79,all,374,11.46696166
2020-03-21,cases,80+,male,103,14.27929751
2020-03-21,cases,80+,female,140,13.47448174
2020-03-21,cases,80+,all,243,13.8042691
2020-03-21,cases,all,male,2109,10.89485954
2020-03-21,cases,all,female,2063,10.54048791
2020-03-21,cases,all,all,4173,10.71926664
2020-03-21,cases,all,other,1,
2020-03-21,hospitalizations,0 to 11,male,1,0.04078586199
2020-03-21,hospitalizations,0 to 11,all,1,0.02089395628
2020-03-21,hospitalizations,12 to 19,male,1,0.05756260365
2020-03-21,hospitalizations,12 to 19,female,1,0.05979148318
2020-03-21,hospitalizations,12 to 19,all,2,0.05865587711
2020-03-21,hospitalizations,20 to 29,male,14,0.5152580799
2020-03-21,hospitalizations,20 to 29,female,7,0.2792203052
2020-03-21,hospitalizations,20 to 29,all,21,0.401985733
2020-03-21,hospitalizations,30 to 39,male,24,0.8609210708
2020-03-21,hospitalizations,30 to 39,female,25,0.9210586427
2020-03-21,hospitalizations,30 to 39,all,49,0.8905884791
2020-03-21,hospitalizations,40 to 49,male,47,1.903595446
2020-03-21,hospitalizations,40 to 49,female,24,0.9560343694
2020-03-21,hospitalizations,40 to 49,all,71,1.425879758
2020-03-21,hospitalizations,50 to 59,male,82,3.26590956
2020-03-21,hospitalizations,50 to 59,female,39,1.530599029
2020-03-21,hospitalizations,50 to 59,all,121,2.391867808
2020-03-21,hospitalizations,60 to 69,male,99,4.094445203
2020-03-21,hospitalizations,60 to 69,female,60,2.371451518
2020-03-21,hospitalizations,60 to 69,all,159,3.213415667
2020-03-21,hospitalizations,70 to 79,male,95,6.149444446
2020-03-21,hospitalizations,70 to 79,female,54,3.145590145
2020-03-21,hospitalizations,70 to 79,all,149,4.568388469
2020-03-21,hospitalizations,80+,male,49,6.793063866
2020-03-21,hospitalizations,80+,female,42,4.042344521
2020-03-21,hospitalizations,80+,all,91,5.16949995
2020-03-21,hospitalizations,all,male,412,2.128346198
2020-03-21,hospitalizations,all,female,252,1.287543846
2020-03-21,hospitalizations,all,all,664,1.705629775
2020-03-21,icu,20 to 29,male,3,0.1104124457
2020-03-21,icu,20 to 29,female,2,0.07977723006
2020-03-21,icu,20 to 29,all,5,0.0957108888
2020-03-21,icu,30 to 39,male,8,0.2869736903
2020-03-21,icu,30 to 39,female,3,0.1105270371
2020-03-21,icu,30 to 39,all,11,0.1999280259
2020-03-21,icu,40 to 49,male,13,0.5265264
2020-03-21,icu,40 to 49,female,5,0.199173827
2020-03-21,icu,40 to 49,all,18,0.3614906428
2020-03-21,icu,50 to 59,male,31,1.234673126
2020-03-21,icu,50 to 59,female,12,0.4709535475
2020-03-21,icu,50 to 59,all,43,0.8500026093
2020-03-21,icu,60 to 69,male,61,2.522839973
2020-03-21,icu,60 to 69,female,22,0.8695322233
2020-03-21,icu,60 to 69,all,83,1.677443398
2020-03-21,icu,70 to 79,male,48,3.10708772
2020-03-21,icu,70 to 79,female,20,1.165033387
2020-03-21,icu,70 to 79,all,68,2.08490212
2020-03-21,icu,80+,male,15,2.079509347
2020-03-21,icu,80+,female,6,0.5774777888
2020-03-21,icu,80+,all,21,1.192961527
2020-03-21,icu,all,male,179,0.9246941006
2020-03-21,icu,all,female,70,0.3576510684
2020-03-21,icu,all,all,249,0.6396111657
2020-03-21,deaths,20 to 29,female,1,0.03988861503
2020-03-21,deaths,20 to 29,all,1,0.01914217776
2020-03-21,deaths,30 to 39,male,2,0.07174342256
2020-03-21,deaths,30 to 39,all,2,0.03635055017
2020-03-21,deaths,40 to 49,male,3,0.1215060923
2020-03-21,deaths,40 to 49,all,3,0.06024844047
2020-03-21,deaths,50 to 59,male,8,0.3186253229
2020-03-21,deaths,50 to 59,female,3,0.1177383869
2020-03-21,deaths,50 to 59,all,11,0.217442528
2020-03-21,deaths,60 to 69,male,18,0.7444445823
2020-03-21,deaths,60 to 69,female,7,0.2766693438
2020-03-21,deaths,60 to 69,all,25,0.5052540357
2020-03-21,deaths,70 to 79,male,29,1.877198831
2020-03-21,deaths,70 to 79,female,13,0.7572717015
2020-03-21,deaths,70 to 79,all,42,1.287733662
2020-03-21,deaths,80+,male,35,4.852188476
2020-03-21,deaths,80+,female,47,4.523576012
2020-03-21,deaths,80+,all,82,4.658230724
2020-03-21,deaths,all,male,95,0.4907594389
2020-03-21,deaths,all,female,71,0.3627603693
2020-03-21,deaths,all,all,166,0.4264074438
2020-03-28,cases,0 to 11,male,75,3.058939649
2020-03-28,cases,0 to 11,female,72,3.084511767
2020-03-28,cases,0 to 11,all,147,3.071411573
2020-03-28,cases,12 to 19,male,110,6.331886401
2020-03-28,cases,12 to 19,female,125,7.473935398
2020-03-28,cases,12 to 19,all,235,6.892065561
2020-03-28,cases,20 to 29,male,444,16.34104196
2020-03-28,cases,20 to 29,female,502,20.02408475
2020-03-28,cases,20 to 29,all,946,18.10850016
2020-03-28,cases,30 to 39,male,459,16.46511548
2020-03-28,cases,30 to 39,female,492,18.12643409
2020-03-28,cases,30 to 39,all,951,17.2846866
2020-03-28,cases,40 to 49,male,490,19.84599508
2020-03-28,cases,40 to 49,female,512,20.39539988
